"地域","系统","实例规格","按量目录价","包月目录价","按量折扣价","包月折扣价","1年付总价","包周价格","按量月价(30天)","3年付总价","5年付总价","架构","处理器","vCPUs","内存(GiB)","处理器主频/睿频","内网收发包","内网带宽","GPU/FPGA"
"中国（香港）","windows","ecs.hfc7.4xlarge","12.012","7215.09","10.69068","7215.09","60606.81","2020.22","7697.29","116884.55","129871.73","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",16,32,3.8,2500000,6144000,""
"中国（香港）","windows","ecs.sgn7i-vws-m8s.4xlarge","12.376935","5940.93","12.376935","5940.93","60597.48","1663.46","8911.39","117630.39","135453.18","gpu","Intel Xeon (Ice Lake) Platinum 8369B",16,32,3.5,2000000,5120000,"1  * NVIDIA A10*1/3"
"中国（香港）","windows","ecs.gn7i-c16g1.4xlarge","17.444084","11685.16","17.444084","11685.16","119188.63","3271.84","12559.74","231366.17","266421.66","gpu","Intel Xeon (Ice Lake) Platinum 8369B",16,60,3.5,3000000,16384000,"1  * NVIDIA A10"
"中国（香港）","windows","ecs.sgn7i-vws-m8.4xlarge","12.376935","5940.93","12.376935","5940.93","60597.48","1663.46","8911.39","117630.39","135453.18","gpu","Intel Xeon (Ice Lake) Platinum 8369B",16,62,3.5,2000000,5120000,"1  * NVIDIA A10*1/3"
"中国（香港）","windows","ecs.g7.4xlarge","11.234304","7590.23","9.99853","7590.23","63757.95","2125.26","7198.94","122961.76","136624.18","x86","Intel Xeon (Ice Lake) Platinum 8369B",16,64,3.5,3000000,10240000,""
"中国（香港）","windows","ecs.hfg7.4xlarge","13.944","8065.26","12.41016","8065.26","67748.18","2258.28","8935.32","130657.21","145174.68","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",16,64,3.8,2500000,6144000,""
"中国（香港）","windows","ecs.g7nex.4xlarge","12.889358","8554.38","11.471528","8554.38","71856.83","2395.22","8259.50","138581.03","153978.92","x86","Intel Xeon (Ice Lake) Platinum 8369B",16,64,3.5,7500000,20480000,""
"中国（香港）","windows","ecs.g7t.4xlarge","11.796","7969.74","10.49844","7969.74","66945.85","2231.53","7558.88","129109.85","143455.39","x86","Intel Xeon (Ice Lake) Platinum 8369B",16,64,3.5,3000000,10240000,""
"中国（香港）","windows","ecs.g7a.4xlarge","9.758","5697.74","8.68462","5697.74","52647.09","1595.36","6252.93","102559.26","102559.27","x86","AMD EPYC™ Milan 7T83",16,64,3.5,2000000,7168000,""
"中国（香港）","windows","ecs.g7se.4xlarge","12.91945","8728.77","11.49831","8728.77","73321.65","2444.06","8278.78","141406.03","157117.81","x86","Intel Xeon (Ice Lake) Platinum 8369B",16,64,3.5,1500000,6144000,""
"中国（香港）","windows","ecs.gn7e-c16g1.4xlarge","48.493","23276.62","48.493","23276.62","237421.5","6517.46","34914.96","460877.03","530706.89","gpu","Intel Xeon (Ice Lake) Platinum 8369B",16,125,3.5,3000000,8192000,"1  * NVIDIA A100 80G"
"中国（香港）","windows","ecs.r7a.4xlarge","10.999","6148.9","9.78911","6148.9","56815.84","1721.69","7048.16","110680.2","110680.2","x86","AMD EPYC™ Milan 7T83",16,128,3.5,2000000,5120000,""
"中国（香港）","windows","ecs.hfr7.4xlarge","16.128","8976.92","14.35392","8976.92","75406.06","2513.54","10334.82","145425.98","161584.42","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",16,128,3.8,2500000,6144000,""
"中国（香港）","windows","ecs.r7.4xlarge","12.989664","8497.67","11.560801","8497.67","71380.42","2379.34","8323.78","137662.25","152958.06","x86","Intel Xeon (Ice Lake) Platinum 8369B",16,128,3.5,3000000,10240000,""
"中国（香港）","windows","ecs.r7se.4xlarge","15.2819","9997.26","13.600891","9997.26","83976.97","2799.23","9792.64","161955.59","179950.65","x86","Intel Xeon (Ice Lake) Platinum 8369B",16,128,3.5,1500000,6144000,""
"中国（香港）","windows","ecs.c7.6xlarge","15.045943","10160.69","13.390889","10160.69","85349.82","2844.99","9641.44","164603.21","182892.47","x86","Intel Xeon (Ice Lake) Platinum 8369B",24,48,3.5,4500000,12288000,""
"中国（香港）","windows","ecs.hfc7.6xlarge","18.018","10822.65","16.03602","10822.65","90910.21","3030.34","11545.93","175326.84","194807.59","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",24,48,3.8,3000000,8192000,""
"中国（香港）","windows","ecs.g7.6xlarge","16.851456","11385.34","14.997796","11385.34","95636.93","3187.9","10798.41","184442.64","204936.28","x86","Intel Xeon (Ice Lake) Platinum 8369B",24,96,3.5,4500000,12288000,""
"中国（香港）","windows","ecs.g7se.6xlarge","19.379175","13093.15","17.247465","13093.15","109982.46","3666.08","12418.17","212109.04","235676.71","x86","Intel Xeon (Ice Lake) Platinum 8369B",24,96,3.5,2250000,8192000,""
"中国（香港）","windows","ecs.g7t.6xlarge","17.694","11954.62","15.74766","11954.62","100418.77","3347.29","11338.32","193664.78","215183.09","x86","Intel Xeon (Ice Lake) Platinum 8369B",24,96,3.5,4500000,12288000,""
"中国（香港）","windows","ecs.hfg7.6xlarge","20.916","12097.89","18.61524","12097.89","101622.27","3387.41","13402.97","195985.82","217762.02","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",24,96,3.8,3000000,8192000,""
"中国（香港）","windows","ecs.hfr7.6xlarge","24.192","13465.36","21.53088","13465.36","113109.1","3770.3","15502.23","218138.96","242376.62","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",24,192,3.8,3000000,8192000,""
"中国（香港）","windows","ecs.r7.6xlarge","19.484496","12746.5","17.341201","12746.5","107070.64","3569.02","12485.66","206493.37","229437.09","x86","Intel Xeon (Ice Lake) Platinum 8369B",24,192,3.5,4500000,12288000,""
"中国（香港）","windows","ecs.r7se.6xlarge","22.9229","14995.89","20.401381","14995.89","125965.45","4198.85","14688.99","242933.38","269925.98","x86","Intel Xeon (Ice Lake) Platinum 8369B",24,192,3.5,2250000,8192000,""
"中国（香港）","windows","ecs.hfc7.8xlarge","24.024","14430.19","21.38136","14430.19","121213.62","4040.46","15394.58","233769.1","259743.45","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",32,64,3.8,4000000,10240000,""
"中国（香港）","windows","ecs.c7a.8xlarge","15.0892","9071.2","15.0892","9071.2","83817.89","2539.94","10864.22","163281.6","163281.6","x86","AMD EPYC™ Milan 7T83",32,64,3.5,3000000,8192000,""
"中国（香港）","windows","ecs.c7.8xlarge","20.061257","13547.59","17.854519","13547.59","113799.75","3793.33","12855.25","219470.96","243856.61","x86","Intel Xeon (Ice Lake) Platinum 8369B",32,64,3.5,6000000,16384000,""
"中国（香港）","windows","ecs.c7nex.8xlarge","22.769527","15067.68","20.264879","15067.68","126568.47","4218.95","14590.71","244096.35","271218.16","x86","Intel Xeon (Ice Lake) Platinum 8369B",32,64,3.5,9000000,40960000,""
"中国（香港）","windows","ecs.g7.8xlarge","22.468608","15180.47","19.997061","15180.47","127515.9","4250.53","14397.88","245923.53","273248.36","x86","Intel Xeon (Ice Lake) Platinum 8369B",32,128,3.5,6000000,16384000,""
"中国（香港）","windows","ecs.g7se.8xlarge","25.838899","17457.53","22.99662","17457.53","146643.28","4888.11","16557.57","282812.06","314235.61","x86","Intel Xeon (Ice Lake) Platinum 8369B",32,128,3.5,3000000,10240000,""
"中国（香港）","windows","ecs.g7a.8xlarge","19.516","11395.47","17.36924","11395.47","105294.18","3190.73","12505.85","205118.53","205118.53","x86","AMD EPYC™ Milan 7T83",32,128,3.5,3000000,8192000,""
"中国（香港）","windows","ecs.g7t.8xlarge","23.592","15939.49","20.99688","15939.49","133891.7","4463.06","15117.75","258219.71","286910.78","x86","Intel Xeon (Ice Lake) Platinum 8369B",32,128,3.5,6000000,16384000,""
"中国（香港）","windows","ecs.g7nex.8xlarge","25.778715","17108.77","22.943057","17108.77","143713.66","4790.46","16519.00","277162.07","307957.85","x86","Intel Xeon (Ice Lake) Platinum 8369B",32,128,3.5,9000000,40960000,""
"中国（香港）","windows","ecs.hfg7.8xlarge","27.888","16130.52","24.82032","16130.52","135496.37","4516.55","17870.63","261314.42","290349.36","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",32,128,3.8,4000000,10240000,""
"中国（香港）","windows","ecs.gn7i-2x.8xlarge","37.428299","20424.42","37.428299","20424.42","208329.0","5718.84","26948.38","404403.37","465676.6","gpu","Intel Xeon (Ice Lake) Platinum 8369B",32,128,3.5,6000000,16384000,"2  * NVIDIA A10"
"中国（香港）","windows","ecs.gn7i-c32g1.8xlarge","33.182316","15927.51","33.182316","15927.51","162460.62","4459.7","23891.27","315364.73","363147.26","gpu","Intel Xeon (Ice Lake) Platinum 8369B",32,188,3.5,6000000,16384000,"1  * NVIDIA A10"
"中国（香港）","windows","ecs.gn7e-c16g1.8xlarge","96.986","46553.24","96.986","46553.24","474843.01","13034.9","69829.92","921754.06","1061413.77","gpu","Intel Xeon (Ice Lake) Platinum 8369B",32,250,3.5,6000000,16384000,"2  * NVIDIA A100 80G"
"中国（香港）","windows","ecs.hfr7.8xlarge","32.256","17953.82","28.70784","17953.82","150812.12","5027.07","20669.64","290851.94","323168.84","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",32,256,3.8,4000000,10240000,""
"中国（香港）","windows","ecs.r7.8xlarge","25.979328","16995.34","23.121602","16995.34","142760.85","4758.7","16647.55","275324.51","305916.11","x86","Intel Xeon (Ice Lake) Platinum 8369B",32,256,3.5,6000000,16384000,""
"中国（香港）","windows","ecs.r7a.8xlarge","21.998","12297.8","19.57822","12297.8","113631.67","3443.38","14096.32","221360.4","221360.4","x86","AMD EPYC™ Milan 7T83",32,256,3.5,3000000,8192000,""
"中国（香港）","windows","ecs.r7se.8xlarge","30.5639","19994.52","27.201871","19994.52","167953.95","5598.47","19585.35","323911.18","359901.31","x86","Intel Xeon (Ice Lake) Platinum 8369B",32,256,3.5,3000000,10240000,""
"中国（香港）","windows","ecs.hfc7.12xlarge","36.036","21645.29","32.07204","21645.29","181820.41","6060.68","23091.87","350653.67","389615.19","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",48,96,3.8,6000000,16384000,""
"中国（香港）","windows","ecs.hfg7.12xlarge","41.832","24195.78","37.23048","24195.78","203244.55","6774.82","26805.95","391971.63","435524.04","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",48,192,3.8,6000000,16384000,""
"中国（香港）","windows","ecs.gn7i-c48g1.12xlarge","39.818779","19113.01","39.818779","19113.01","194952.74","5351.64","28669.52","378437.67","435776.72","gpu","Intel Xeon (Ice Lake) Platinum 8369B",48,310,3.5,9000000,16384000,"1  * NVIDIA A10"
"中国（香港）","windows","ecs.hfr7.12xlarge","48.384","26930.74","43.06176","26930.74","226218.18","7540.61","31004.47","436277.92","484753.24","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",48,384,3.8,6000000,16384000,""
"中国（香港）","windows","ecs.gn7i-c56g1.14xlarge","47.782535","22935.62","47.782535","22935.62","233943.29","6421.98","34403.43","454125.21","522932.06","gpu","Intel Xeon (Ice Lake) Platinum 8369B",56,346,3.5,10000000,16384000,"1  * NVIDIA A10"
"中国（香港）","windows","ecs.c7a.16xlarge","30.1784","18142.4","30.1784","18142.4","167635.78","5079.87","21728.45","326563.2","326563.2","x86","AMD EPYC™ Milan 7T83",64,128,3.5,6000000,16384000,""
"中国（香港）","windows","ecs.c7.16xlarge","40.122515","27095.18","35.709037","27095.18","227599.51","7586.65","25710.51","438941.91","487713.24","x86","Intel Xeon (Ice Lake) Platinum 8369B",64,128,3.5,12000000,32768000,""
"中国（香港）","windows","ecs.g7t.16xlarge","47.184","31878.98","41.99376","31878.98","267783.39","8926.11","30235.51","516439.41","573821.57","x86","Intel Xeon (Ice Lake) Platinum 8369B",64,256,3.5,12000000,32768000,""
"中国（香港）","windows","ecs.g7se.16xlarge","51.677798","34915.07","45.993241","34915.07","293286.58","9776.22","33115.13","565624.12","628471.24","x86","Intel Xeon (Ice Lake) Platinum 8369B",64,256,3.5,6000000,16384000,""
"中国（香港）","windows","ecs.g7a.16xlarge","39.032","22790.95","34.73848","22790.95","210588.36","6381.47","25011.71","410237.06","410237.06","x86","AMD EPYC™ Milan 7T83",64,256,3.5,6000000,16384000,""
"中国（香港）","windows","ecs.g7.16xlarge","44.937216","30360.93","39.994122","30360.93","255031.81","8501.06","28795.77","491847.06","546496.73","x86","Intel Xeon (Ice Lake) Platinum 8369B",64,256,3.5,12000000,32768000,""
"中国（香港）","windows","ecs.gn7i-c32g1.16xlarge","66.364631","31855.02","66.364631","31855.02","324921.24","8919.41","47782.53","630729.46","726294.52","gpu","Intel Xeon (Ice Lake) Platinum 8369B",64,376,3.5,12000000,32768000,"2  * NVIDIA A10"
"中国（香港）","windows","ecs.gn7e-c16g1.16xlarge","193.9718","93106.47","193.9718","93106.47","949686.0","26069.81","139659.70","1843508.13","2122827.54","gpu","Intel Xeon (Ice Lake) Platinum 8369B",64,500,3.5,12000000,32768000,"4  * NVIDIA A100 80G"
"中国（香港）","windows","ecs.r7.16xlarge","51.958656","33990.68","46.243203","33990.68","285521.71","9517.39","33295.11","550649.01","611832.24","x86","Intel Xeon (Ice Lake) Platinum 8369B",64,512,3.5,12000000,32768000,""
"中国（香港）","windows","ecs.r7a.16xlarge","43.996","24595.6","39.15644","24595.6","227263.34","6886.77","28192.64","442720.8","442720.8","x86","AMD EPYC™ Milan 7T83",64,512,3.5,6000000,16384000,""
"中国（香港）","windows","ecs.r7se.16xlarge","61.1279","39989.03","54.403831","39989.03","335907.9","11196.93","39170.76","647822.37","719802.63","x86","Intel Xeon (Ice Lake) Platinum 8369B",64,512,3.5,6000000,16384000,""
"中国（香港）","windows","ecs.hfc7.24xlarge","72.072","43290.57","64.14408","43290.57","363640.84","12121.36","46183.74","701307.33","779230.37","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",96,192,3.8,12000000,32768000,""
"中国（香港）","windows","ecs.hfg7.24xlarge","83.664","48391.56","74.46096","48391.56","406489.1","13549.64","53611.89","783943.27","871048.08","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",96,384,3.8,12000000,32768000,""
"中国（香港）","windows","ecs.hfr7.24xlarge","96.768","53861.48","86.12352","53861.48","452436.36","15081.21","62008.93","872555.84","969506.5","x86","Intel Xeon Platinum (Cooper Lake) 8369HB/8369HC",96,768,3.8,12000000,32768000,""
"中国（香港）","windows","ecs.ebmc7.32xlarge","80.24502","54190.36","80.24502","54190.36","552741.66","15173.31","57776.41","1072969.12","1235540.19","ebm","Intel Xeon (Ice Lake) Platinum 8369B",128,256,3.5,24000000,65536000,""
"中国（香港）","windows","ecs.c7a.32xlarge","60.3568","36284.8","60.3568","36284.8","335271.55","10159.74","43456.90","653126.4","653126.4","x86","AMD EPYC™ Milan 7T83",128,256,3.5,12000000,32768000,""
"中国（香港）","windows","ecs.c7.32xlarge","80.245028","54190.36","71.418076","54190.36","455199.01","15173.31","51421.01","877883.82","975426.47","x86","Intel Xeon (Ice Lake) Platinum 8369B",128,256,3.5,24000000,65536000,""
"中国（香港）","windows","ecs.ebmre7p.32xlarge","161.128","77341.54","161.128","77341.54","928098.36","21655.62","116012.16","2784295.08","4640491.8","ebm","Intel Xeon (Ice Lake) Platinum 8369B",128,512,0,24000000,65536000,""
"中国（香港）","windows","ecs.g7.32xlarge","89.874432","60721.86","79.988245","60721.86","510063.61","17002.13","57591.54","983694.11","1092993.46","x86","Intel Xeon (Ice Lake) Platinum 8369B",128,512,3.5,24000000,65536000,""
"中国（香港）","windows","ecs.g7a.32xlarge","78.064","45581.9","69.47696","45581.9","421176.72","12762.93","50023.41","820474.13","820474.13","x86","AMD EPYC™ Milan 7T83",128,512,3.5,12000000,32768000,""
"中国（香港）","windows","ecs.ebmg7.32xlarge","89.87442","60721.86","89.87442","60721.86","619362.95","17002.13","64709.58","1202292.81","1384458.38","ebm","Intel Xeon (Ice Lake) Platinum 8369B",128,512,3.5,24000000,65536000,""
"中国（香港）","windows","ecs.gn7i-c32g1.32xlarge","132.729263","63710.05","132.729263","63710.05","649842.47","17838.81","95565.07","1261458.91","1452589.05","gpu","Intel Xeon (Ice Lake) Platinum 8369B",128,752,3.5,24000000,65536000,"4  * NVIDIA A10"
"中国（香港）","windows","ecs.gn7e-c16g1.32xlarge","387.9436","186212.94","387.9436","186212.94","1899372.01","52139.63","279319.39","3687016.26","4245655.09","gpu","Intel Xeon (Ice Lake) Platinum 8369B",128,1000,3.5,24000000,65536000,"8  * NVIDIA A100 80G"
"中国（香港）","windows","ecs.r7.32xlarge","103.917312","67981.36","92.486408","67981.36","571043.41","19034.79","66590.21","1101298.02","1223664.46","x86","Intel Xeon (Ice Lake) Platinum 8369B",128,1024,3.5,24000000,65536000,""
"中国（香港）","windows","ecs.r7a.32xlarge","87.992","49191.2","78.31288","49191.2","454526.69","13773.54","56385.27","885441.6","885441.6","x86","AMD EPYC™ Milan 7T83",128,1024,3.5,12000000,32768000,""
"中国（香港）","windows","ecs.ebmr7.32xlarge","103.9173","67981.36","103.9173","67981.36","693409.86","19034.79","74820.46","1346030.91","1549974.99","ebm","Intel Xeon (Ice Lake) Platinum 8369B",128,1024,3.5,24000000,65536000,""
"中国（香港）","windows","ecs.xn4.small","0.14","82.99","0.14","82.99","846.49","23.24","100.80","1493.82","2489.7","x86","",1,1,0,50000,512000,""
"中国（香港）","windows","ecs.n4.small","0.272","164.99","0.272","164.99","1682.9","46.2","195.84","2969.82","4949.7","x86","",1,2,0,50000,512000,""
"中国（香港）","windows","ecs.mn4.small","0.627","322.99","0.627","322.99","3294.5","90.43","451.44","5813.82","9689.7","x86","",1,4,0,50000,512000,""
"中国（香港）","windows","ecs.e4.small","0.869","484.99","0.869","484.99","4946.9","135.8","625.68","8729.82","14549.7","x86","",1,8,0,50000,512000,""
"中国（香港）","windows","ecs.n4.large","0.544","330.99","0.544","330.99","3376.1","92.68","391.68","5957.82","9929.7","x86","",2,4,0,100000,512000,""
"中国（香港）","windows","ecs.sn1ne.large","1.23","775.26","1.23","775.26","7907.65","217.08","885.60","15350.15","17675.93","x86","Intel Xeon E5-2682v4 / Intel Xeon (Skylake) Platinum 8163",2,4,0,300000,1024000,""
"中国（香港）","windows","ecs.mn4.large","1.254","645.99","1.254","645.99","6589.09","180.88","902.88","11627.82","19379.7","x86","",2,8,0,100000,512000,""
"中国（香港）","windows","ecs.sn2ne.large","1.572","896.98","1.572","896.98","9149.2","251.15","1131.84","17760.2","20451.14","x86","Intel Xeon E5-2682v4 / Intel Xeon (Skylake) Platinum 8163",2,8,0,300000,1024000,""
"中国（香港）","windows","ecs.se1.large","1.738","970.99","1.738","970.99","9904.09","271.87","1251.36","17477.82","29129.7","x86","",2,16,0,100000,512000,""
"中国（香港）","windows","ecs.se1ne.large","1.825","1019.06","1.825","1019.06","10394.42","285.33","1314.00","20177.38","23234.56","x86","",2,16,0,300000,1024000,""
"中国（香港）","windows","ecs.sn1ne.xlarge","2.459","1535.93","2.459","1535.93","15666.49","430.06","1770.48","30411.41","35019.2","x86","Intel Xeon E5-2682v4 / Intel Xeon (Skylake) Platinum 8163",4,8,0,500000,1536000,""
